,Unnamed: 0,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
5224,5224,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.015602836879432626,0.003391975311981943,0.09090909,0.18181818,0.0,0.0,May,2,5,1,1,Returning_Visitor,False,False
5225,5225,0.1111111111111111,0.07041694242223694,0.0,0.00039209920109787774,0.011347517730496455,0.002082599895330238,0.0,0.037037034999999996,0.0,0.0,May,3,2,1,18,Returning_Visitor,False,False
5226,5226,0.07407407407407407,0.03382601661886904,0.0,0.00039209920109787774,0.015602836879432626,0.0066901632881487165,0.07142857,0.214285715,0.10896614401698834,0.0,May,2,2,1,2,Returning_Visitor,False,False
5227,5227,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.009929078014184398,0.004345479892769494,0.0,0.214285715,0.0,0.2,May,2,2,3,4,Returning_Visitor,False,False
5228,5228,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.0013521007580020188,0.375,0.5,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
5229,5229,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.0014146256485454646,0.75,0.7916666650000002,0.0,0.8,May,3,2,1,3,Returning_Visitor,False,False
5230,5230,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.0056272401489101355,0.0,0.375,0.0,0.4,May,1,1,3,3,Returning_Visitor,False,False
5231,5231,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.02269503546099291,0.016600358439284903,0.0,0.125,0.0,0.6,May,2,4,1,3,Returning_Visitor,False,False
5232,5232,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0042985862248619095,0.2,0.4,0.0,0.0,May,3,3,1,3,Returning_Visitor,False,False
5233,5233,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.052482269503546106,0.015451463575549081,0.02777778,0.055555555000000006,0.11297735614780803,0.0,May,2,10,3,4,Returning_Visitor,False,True
5234,5234,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,1.5631222635861488e-05,1.0,1.0,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
5235,5235,0.18518518518518517,0.01573645120964777,0.0,0.00039209920109787774,0.009929078014184398,0.00651040422783631,0.0,0.083333335,0.0,0.0,May,2,2,1,4,New_Visitor,False,False
5236,5236,0.0,0.0002941392749466873,0.041666666666666664,0.00039209920109787774,0.014184397163120569,0.005121830617538322,0.0,0.227272725,0.0,0.0,May,1,1,4,1,Returning_Visitor,True,False
5237,5237,0.37037037037037035,0.0592935754981984,0.041666666666666664,0.03411263049551536,0.0921985815602837,0.02309513144448535,0.20048309,0.29830918,0.004644796164963595,0.8,May,2,6,5,1,Returning_Visitor,False,False
5238,5238,0.037037037037037035,0.011765570997867491,0.0,0.00039209920109787774,0.025531914893617023,0.004936861148638546,0.0,0.029411765000000003,0.0,0.0,May,2,2,7,4,Returning_Visitor,True,False
5239,5239,0.2222222222222222,0.09206559305831312,0.041666666666666664,0.004705190413174533,0.13049645390070924,0.04238515808295392,0.084210525,0.13208931499999998,0.0,0.6,May,2,2,4,3,Returning_Visitor,False,False
5240,5240,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.0010212398788241798,0.0,0.033333335,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,False
5241,5241,0.07407407407407407,0.07706449003603207,0.0,0.00039209920109787774,0.00851063829787234,0.0076124054236645445,0.0,0.142857145,0.0,0.6,May,1,2,3,2,Returning_Visitor,False,False
5242,5242,0.07407407407407407,0.00926538716082065,0.08333333333333333,0.0074498848208596775,0.021276595744680854,0.02374535308819609,0.0,0.15882353000000002,0.08778559977627211,0.0,May,2,2,8,2,Returning_Visitor,False,True
5243,5243,0.037037037037037035,0.00323553202441356,0.08333333333333333,0.013723472038425721,0.03120567375886525,0.0057581702474560235,0.0,0.055194805000000007,0.0,0.0,May,1,1,4,6,Returning_Visitor,True,False
5244,5244,0.1111111111111111,0.004412089124200309,0.0,0.00039209920109787774,0.04255319148936171,0.008049149227698735,0.0,0.05,0.17377639801552486,0.0,May,2,2,4,13,Returning_Visitor,False,False
5245,5245,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.059574468085106386,0.021106058364071974,0.0,0.020325205,0.0,0.0,May,1,1,6,4,Returning_Visitor,True,False
5246,5246,0.07407407407407407,0.0027943231119935295,0.0,0.00039209920109787774,0.06382978723404256,0.013274114422409496,0.02173913,0.11231883999999999,0.0,0.0,May,4,1,1,1,Returning_Visitor,True,False
5247,5247,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03546099290780142,0.005886718444665436,0.0,0.02,0.0,0.4,May,2,2,1,4,Returning_Visitor,False,False
5248,5248,0.07407407407407407,0.013236267372600927,0.0,0.00039209920109787774,0.0624113475177305,0.011337586298688643,0.0,0.05681818000000001,0.05310700649295777,0.0,May,2,2,3,2,Returning_Visitor,False,True
5249,5249,0.18518518518518517,0.02382528127068167,0.0,0.00039209920109787774,0.04113475177304965,0.014985132100766924,0.0,0.00892857,0.0,0.0,May,2,4,1,3,New_Visitor,False,False
5250,5250,0.0,0.0002941392749466873,0.125,0.032936332892221726,0.025531914893617023,0.008011001600879012,0.04761905,0.142857145,0.0,0.0,May,2,2,6,1,Returning_Visitor,False,False
5251,5251,0.25925925925925924,0.06041253033311273,0.16666666666666666,0.07371464980640102,0.08652482269503546,0.012151928434964413,0.075520835,0.08076636999999999,0.0,0.0,May,3,2,6,3,Returning_Visitor,False,False
5252,5252,0.037037037037037035,0.005882785498933746,0.0,0.00039209920109787774,0.04113475177304965,0.00948302857220103,0.01724138,0.127586205,0.0,0.8,May,3,2,3,6,Returning_Visitor,False,False
5253,5253,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.124822695035461,0.04324290901390605,0.0,0.073863635,0.0,0.2,May,2,4,3,2,Returning_Visitor,False,False
5254,5254,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.6,May,2,2,1,1,Returning_Visitor,False,False
5255,5255,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03687943262411348,0.03677557749539132,0.04,0.17333333500000003,0.0,0.0,May,2,6,8,3,Returning_Visitor,False,False
5256,5256,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,3.1262445271722976e-05,0.6666666649999999,0.6666666649999999,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,False
5257,5257,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.009929078014184398,0.001836668659713725,0.142857145,0.28571428500000007,0.0,0.0,May,1,1,3,3,Returning_Visitor,True,False
5258,5258,0.037037037037037035,0.0035296712993602474,0.0,0.00039209920109787774,0.005673758865248227,0.017913381140697265,0.25,0.5,0.0,0.2,May,2,2,3,13,Returning_Visitor,False,False
5259,5259,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.055319148936170216,0.053378020092483935,0.025641025,0.14102564,0.0,0.4,May,4,1,9,3,Returning_Visitor,False,False
5260,5260,0.07407407407407407,0.008824178248400618,0.041666666666666664,0.00039209920109787774,0.012765957446808512,0.008393966555457618,0.0,0.09090909,0.10371007678367891,0.0,May,2,2,3,4,New_Visitor,False,True
5261,5261,0.037037037037037035,0.009118317523347306,0.125,0.006861736019212861,0.14042553191489363,0.04803952098228902,0.00980392,0.10253267999999999,0.020180731282401627,0.0,May,2,2,1,1,Returning_Visitor,True,False
5262,5262,0.037037037037037035,0.006176924773880433,0.0,0.00039209920109787774,0.029787234042553193,0.034086486166479024,0.0,0.010526315,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
5263,5263,0.3333333333333333,0.05353334804029709,0.16666666666666666,0.11880605793265696,0.03120567375886525,0.005994421628055041,0.0,0.047959185,0.0,0.0,May,2,2,5,2,Returning_Visitor,True,False
5264,5264,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,1.5631222635861488e-05,1.0,1.0,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False
5265,5265,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0017663281578523481,0.0,0.1,0.0,0.0,May,2,2,4,1,Returning_Visitor,True,False
5266,5266,0.037037037037037035,0.005000367674093684,0.041666666666666664,0.011762976032936332,0.02695035460992908,0.016955038321354574,0.08,0.124423075,0.053392304874321075,0.0,May,3,2,1,2,Returning_Visitor,False,False
5267,5267,0.14814814814814814,0.019192587690271344,0.041666666666666664,0.1109640739106994,0.025531914893617023,0.01128183493743303,0.0,0.01754386,0.0,0.0,May,2,2,1,2,New_Visitor,False,False
5268,5268,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.028368794326241138,0.010644862615021674,0.1,0.291666665,0.0,0.6,May,2,6,2,3,Returning_Visitor,False,False
5269,5269,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01843971631205674,0.011580130768879676,0.03846154,0.14230769000000001,0.0,0.0,May,3,3,1,3,Returning_Visitor,False,False
5270,5270,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.2,May,2,5,1,3,Returning_Visitor,False,False
5271,5271,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,May,1,1,1,15,Returning_Visitor,True,False
5272,5272,0.2222222222222222,0.023678211633208324,0.041666666666666664,0.007841984021957555,0.015602836879432626,0.004927742935955334,0.0,0.016666665,0.0,0.0,May,2,2,1,2,New_Visitor,True,False
5273,5273,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0005158303469834291,0.0,0.5,0.0,0.2,May,1,1,1,3,Returning_Visitor,False,False
5274,5274,0.037037037037037035,0.014412824472387677,0.0,0.00039209920109787774,0.03687943262411348,0.016688935372765192,0.125,0.21011905,0.0,0.0,May,3,2,8,11,Returning_Visitor,False,False
5275,5275,0.25925925925925924,0.06359291124347378,0.0,0.00039209920109787774,0.16879432624113477,0.07425206503179539,0.07886179,0.15905923500000002,0.0032177779395088685,0.8,May,3,2,6,6,Returning_Visitor,False,False
5276,5276,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,May,3,2,3,13,Returning_Visitor,False,False
5277,5277,0.1111111111111111,0.018572794217221855,0.0,0.00039209920109787774,0.03262411347517731,0.016380218725706927,0.0,0.02173913,0.04802557865183338,0.0,May,2,2,7,1,Returning_Visitor,True,True
5278,5278,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.025531914893617023,0.027339008390121745,0.23529412000000002,0.32352941,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
5279,5279,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,1.5631222635861488e-05,1.0,1.0,0.0,0.2,May,2,2,3,1,Returning_Visitor,False,False
5280,5280,0.037037037037037035,0.01588352084712111,0.0,0.00039209920109787774,0.014184397163120569,0.020820788550967504,0.0,0.11111111000000001,0.13652003857714412,0.0,May,2,2,1,4,Returning_Visitor,True,True
5281,5281,0.2222222222222222,0.06221045665122436,0.0,0.00039209920109787774,0.03687943262411348,0.008605769622173541,0.08620689499999999,0.163793105,0.0,0.0,May,3,2,1,11,Returning_Visitor,True,False
5282,5282,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0001250497810868919,0.25,0.75,0.0,0.2,May,2,2,7,4,Returning_Visitor,False,False
5283,5283,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01843971631205674,0.011488948637358193,0.0,0.1875,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
5284,5284,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03120567375886525,0.010373921423187785,0.05681818000000001,0.213257575,0.0,0.4,May,2,2,4,2,Returning_Visitor,False,False
5285,5285,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03262411347517731,0.006002389492170811,0.15909091,0.23787879,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,False
5286,5286,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,May,1,1,3,15,Returning_Visitor,False,False
5287,5287,0.1111111111111111,0.009191852342083978,0.0,0.00039209920109787774,0.029787234042553193,0.005131209351119838,0.08695652,0.14130435,0.19033705013763846,0.0,May,2,2,1,3,Returning_Visitor,False,True
5288,5288,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.07375886524822696,0.03954959847771262,0.07,0.21333333499999999,0.0,0.4,May,1,8,8,3,Returning_Visitor,False,False
5289,5289,0.18518518518518517,0.05363139445547467,0.0,0.00039209920109787774,0.059574468085106386,0.012405980365849778,0.0,0.008130080000000001,0.31277656214446625,0.0,May,2,2,1,4,New_Visitor,True,True
5290,5290,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0001250497810868919,0.5,0.75,0.0,0.0,May,2,5,8,1,Returning_Visitor,False,False
5291,5291,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.4,May,1,1,3,3,Returning_Visitor,False,False
5292,5292,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.011347517730496455,0.0017506969352164867,0.5,0.625,0.0,0.8,May,2,2,4,13,Returning_Visitor,False,False
5293,5293,0.0,0.0002941392749466873,0.041666666666666664,0.08900651864921826,0.02695035460992908,0.012476320867711154,0.0,0.07017543999999999,0.0,0.0,May,3,3,6,4,Returning_Visitor,True,False
5294,5294,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.024113475177304965,0.007294570563923068,0.0,0.025490195,0.0,0.0,May,3,2,1,2,Returning_Visitor,False,False
5295,5295,0.07407407407407407,0.017648356496801236,0.041666666666666664,0.037249424104298386,0.029787234042553193,0.02266527282199916,0.0,0.11363636499999999,0.14833689193991612,0.0,May,1,1,6,3,Returning_Visitor,False,True
5296,5296,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01702127659574468,0.00367333731942745,0.07692307500000001,0.26923077000000006,0.0,0.0,May,2,2,4,14,Returning_Visitor,True,False
5297,5297,0.1111111111111111,0.016471799397014486,0.0,0.00039209920109787774,0.025531914893617023,0.005900786545037712,0.10526316000000001,0.201754385,0.0,0.4,May,4,2,3,11,Returning_Visitor,False,False
5298,5298,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0019070091615751015,0.0,0.25,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
5299,5299,0.37037037037037035,0.05434223104640048,0.041666666666666664,0.006273587217566044,0.09929078014184398,0.04472874357251765,0.049382715,0.12654321000000002,0.023464260056626753,0.0,May,4,1,4,3,Returning_Visitor,True,False
5300,5300,0.037037037037037035,0.0023531141995734983,0.0,0.00039209920109787774,0.021276595744680854,0.006744872567374232,0.0,0.095238095,0.0,0.0,May,2,4,7,2,Returning_Visitor,False,False
5301,5301,0.037037037037037035,0.00323553202441356,0.0,0.00039209920109787774,0.015602836879432626,0.016678514552464208,0.1,0.2,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
5302,5302,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.0016881720446730406,0.0,0.25,0.0,0.8,May,2,5,3,2,Returning_Visitor,False,False
5303,5303,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.012765957446808512,0.007245071691721799,0.375,0.4375,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
5304,5304,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.0020789526105695778,0.0,0.166666665,0.0,0.0,May,4,1,3,5,New_Visitor,False,False
5305,5305,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.02695035460992908,0.0027059383183454535,0.210526315,0.259649125,0.0,1.0,May,3,2,1,3,Returning_Visitor,True,False
5306,5306,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03262411347517731,0.003074140452240467,0.25,0.43181817999999994,0.0,0.4,May,4,1,1,3,Returning_Visitor,False,False
5307,5307,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.005673758865248227,0.015521804077410458,0.0,0.25,0.0,0.2,May,2,2,4,13,Returning_Visitor,False,False
5308,5308,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.009929078014184398,0.0010003982486951352,0.142857145,0.28571428500000007,0.0,0.6,May,2,2,4,13,New_Visitor,False,False
5309,5309,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.024113475177304965,0.008250680347441182,0.0,0.27941176500000003,0.0,0.0,May,2,2,2,4,Returning_Visitor,True,False
5310,5310,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.00115671047505375,0.0,0.25,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
5311,5311,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01702127659574468,0.006533851061790102,0.5,0.625,0.0,0.6,May,2,5,1,3,Returning_Visitor,False,False
5312,5312,0.037037037037037035,0.03412015589381573,0.0,0.00039209920109787774,0.06808510638297872,0.01766663113069723,0.040816325,0.054725460000000004,0.0,0.0,May,1,1,2,1,Returning_Visitor,False,False
5313,5313,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.015602836879432626,0.004267323779590186,0.0,0.083333335,0.0,0.8,May,2,2,4,4,Returning_Visitor,False,False
5314,5314,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03687943262411348,0.0418447829962012,0.153846155,0.22781065,0.0,0.6,May,2,6,2,6,Returning_Visitor,False,False
5315,5315,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,0.0010785543618744425,0.0,0.5,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
5316,5316,0.037037037037037035,0.0020589749246268108,0.0,0.00039209920109787774,0.08652482269503546,0.05543130525071841,0.044770045,0.287592595,0.0,0.6,May,2,2,4,2,Returning_Visitor,False,False
5317,5317,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.024113475177304965,0.00493946635293223,0.020833334999999998,0.10312500000000001,0.0,0.2,May,2,2,3,4,Returning_Visitor,False,False
5318,5318,0.18518518518518517,0.021374120647106403,0.041666666666666664,0.001960496005489389,0.08368794326241136,0.026625740820323436,0.00390625,0.04933712,0.018135109299631004,0.0,May,2,2,6,1,Returning_Visitor,False,True
5319,5319,0.18518518518518517,0.016030590484594456,0.0,0.00039209920109787774,0.08085106382978724,0.044954875265193525,0.016393445000000003,0.08360655500000001,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
5320,5320,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.0016100159314937333,0.0,0.166666665,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
5321,5321,0.14814814814814814,0.019001397161555997,0.0,0.00039209920109787774,0.03829787234042553,0.007205425227604704,0.037037034999999996,0.16975308500000003,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,False
5322,5322,0.037037037037037035,0.022942863445841608,0.0,0.00039209920109787774,0.03120567375886525,0.011124220109709137,0.0,0.010869565,0.0,0.0,May,2,4,3,4,Returning_Visitor,False,False
5323,5323,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,May,2,2,9,4,Returning_Visitor,False,False
5324,5324,0.037037037037037035,0.009118317523347306,0.041666666666666664,0.00039209920109787774,0.05390070921985816,0.01285147021097183,0.10526316000000001,0.247379815,0.0,0.8,May,3,2,3,4,Returning_Visitor,False,False
5325,5325,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.000547092792255152,0.0,0.333333335,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False
5326,5326,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0028368794326241137,0.0015162285956785643,0.0,0.5,0.0,0.0,May,2,7,4,3,Returning_Visitor,False,False
5327,5327,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03971631205673759,0.010426025498119612,0.0,0.035714285,0.0,0.4,May,2,2,3,2,Returning_Visitor,False,False
5328,5328,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.0010941855845103042,0.0,0.333333335,0.0,1.0,May,3,2,1,20,Returning_Visitor,True,False
5329,5329,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03687943262411348,0.011663497290646358,0.0,0.10416666499999999,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
5330,5330,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.019858156028368795,0.0020242433313440627,0.357142855,0.57142857,0.0,1.0,May,3,2,1,13,Returning_Visitor,True,False
5331,5331,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.0007190362412496284,0.0,0.333333335,0.0,0.0,May,2,5,1,3,Returning_Visitor,False,False
5332,5332,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.012765957446808512,0.001742881323898556,0.0,0.25,0.0,0.6,May,2,4,6,3,Returning_Visitor,False,False
5333,5333,0.3333333333333333,0.13068362870799324,0.041666666666666664,0.00039209920109787774,0.10496453900709221,0.056536400944060636,0.03514056,0.08465069,0.0030952771278817868,0.8,May,2,2,3,1,Returning_Visitor,False,False
5334,5334,0.037037037037037035,0.009927200529450696,0.041666666666666664,0.004705190413174533,0.060992907801418444,0.04612070394824112,0.079545455,0.13582251,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False
5335,5335,0.037037037037037035,0.03176704169424223,0.0,0.00039209920109787774,0.03829787234042553,0.01314064782973527,0.10714285500000001,0.183333335,0.0,0.4,May,3,2,3,13,Returning_Visitor,False,False
5336,5336,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0011098168071461657,0.2,0.6,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
5337,5337,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.02269503546099291,0.022407357648507445,0.0,0.15625,0.061695306673849946,0.0,May,1,1,4,4,Returning_Visitor,True,False
5338,5338,0.07407407407407407,0.01529524229722774,0.08333333333333333,0.03940596971033671,0.04964539007092199,0.023075852941778198,0.03472222,0.12433862500000001,0.07586419945199047,0.0,May,2,4,2,4,Returning_Visitor,True,True
5339,5339,0.037037037037037035,0.018530774321641297,0.041666666666666664,0.06783316178993286,0.0822695035460993,0.02098118226149979,0.022988505,0.049137929999999996,0.0,0.0,May,3,2,4,4,Returning_Visitor,False,False
5340,5340,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.08085106382978724,0.021657058961986095,0.05172414,0.172413795,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
5341,5341,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.05390070921985816,0.03286829287197007,0.052631580000000004,0.14035087499999999,0.0,0.8,May,2,2,3,1,Returning_Visitor,False,False
5342,5342,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0024541019538302537,0.3,0.5,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,False
5343,5343,0.14814814814814814,0.01588352084712111,0.0,0.00039209920109787774,0.09929078014184398,0.04254349864802421,0.08753246999999999,0.15756571,0.013430983523890844,0.0,May,3,2,1,13,Returning_Visitor,True,False
5344,5344,0.25925925925925924,0.01455989410986102,0.0,0.00039209920109787774,0.012765957446808512,0.001839273864007409,0.0,0.033333335,0.0,0.4,May,2,2,1,1,Returning_Visitor,False,False
5345,5345,0.037037037037037035,0.0008824178248400618,0.0,0.00039209920109787774,0.16737588652482271,0.07101147209302104,0.06557377,0.15699974,0.0,0.4,May,2,2,1,20,Returning_Visitor,False,False
5346,5346,0.1111111111111111,0.013236267372600927,0.0,0.00039209920109787774,0.014184397163120569,0.00556471525836669,0.0,0.083333335,0.0,0.0,May,2,2,1,2,New_Visitor,False,False
5347,5347,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.04822695035460993,0.015878716989052223,0.058823530000000006,0.24264706,0.0,0.4,May,2,2,2,13,Returning_Visitor,False,False
5348,5348,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03404255319148936,0.002867026752315302,0.0,0.1875,0.0,0.0,May,2,2,9,2,Returning_Visitor,True,False
5349,5349,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.0019304559955288937,0.055555555000000006,0.38888888999999993,0.0,0.2,May,2,6,6,4,Returning_Visitor,False,False
5350,5350,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00425531914893617,0.004361111115405355,0.0,0.333333335,0.0,0.0,May,1,1,1,15,Returning_Visitor,False,False
5351,5351,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.007092198581560284,0.0030949820819005745,0.0,0.3,0.0,0.0,May,2,2,7,3,Returning_Visitor,True,False
5352,5352,0.07407407407407407,0.03588499154349585,0.0,0.00039209920109787774,0.04255319148936171,0.02981618499849483,0.057471264999999994,0.12465791000000001,0.0,0.0,May,2,4,3,2,Returning_Visitor,False,False
5353,5353,0.07407407407407407,0.00813785327450548,0.0,0.00039209920109787774,0.028368794326241138,0.01282184751065393,0.03986014,0.21932234500000003,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
5354,5354,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.025531914893617023,0.005147696569206564,0.0,0.022095959999999998,0.0,0.2,May,3,2,3,6,Returning_Visitor,False,False
5355,5355,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.0014184397163120568,1.5631222635861488e-05,1.0,1.0,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
5356,5356,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.00851063829787234,0.0005523031997483351,0.166666665,0.25,0.0,0.6,May,2,2,2,3,Returning_Visitor,False,False
5357,5357,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.01702127659574468,0.0011098168071461657,0.75,0.833333335,0.0,0.4,May,1,1,3,3,Returning_Visitor,False,False
5358,5358,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.029787234042553193,0.006843544660263108,0.00952381,0.14169001,0.0,0.4,May,2,2,4,2,Returning_Visitor,False,False
5359,5359,0.0,0.0002941392749466873,0.041666666666666664,0.043523011321864424,0.028368794326241138,0.006304593129276426,0.142857145,0.260770975,0.0,0.6,May,2,2,3,13,Returning_Visitor,False,False
5360,5360,0.14814814814814814,0.05927606721082433,0.0,0.00039209920109787774,0.05106382978723405,0.03026189815126346,0.210416665,0.21907738,0.0,1.0,May,3,2,7,2,Returning_Visitor,True,False
5361,5361,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.05106382978723405,0.009032241479234253,0.0,0.09722222000000001,0.0,0.0,May,4,1,1,2,Returning_Visitor,False,False
5362,5362,0.037037037037037035,0.0017648356496801237,0.041666666666666664,0.01019457922854482,0.11489361702127661,0.022238050045692386,0.0,0.004166665,0.0,0.6,May,2,4,3,4,Returning_Visitor,False,False
5363,5363,0.0,0.0002941392749466873,0.0,0.00039209920109787774,0.03546099290780142,0.014620924613351348,0.12,0.27,0.0,0.6,May,2,2,6,13,Returning_Visitor,False,False
5364,5364,0.14814814814814814,0.040983405632767124,0.0,0.00039209920109787774,0.00425531914893617,0.004353295504087425,0.0,0.055555555000000006,0.0,0.0,May,3,3,3,2,New_Visitor,False,False
